Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
28.0,Master's,7.0,Logistics,Warehouse Manager,Large,Entry,47.0,64.0,86.0,Medium,3.0,11.0,40.0,20.0,Medium
42.0,Master's,0.0,Manufacturing,Production Supervisor,Medium,Mid,51.0,63.0,85.0,Medium,2.0,12.0,28.0,7.0,Medium
50.0,Bachelor's,13.0,Retail,Store Manager,Small,Mid,34.0,71.0,65.0,Low,2.0,1.0,22.0,7.0,Low
54.0,High School,9.0,Retail,Sales Associate,Medium,Entry,84.0,8.0,79.0,Medium,2.0,6.0,81.0,17.0,High
58.0,Bachelor's,6.0,Education,Academic Coordinator,Large,Mid,69.0,28.0,85.0,Medium,4.0,6.0,46.0,11.0,Medium
43.0,Master's,5.0,Finance,Financial Analyst,Medium,Senior,62.0,39.0,49.0,Medium,2.0,9.0,40.0,23.0,Low
45.0,Bachelor's,0.0,Education,Research Assistant,Medium,Entry,41.0,60.0,33.0,Low,0.0,5.0,21.0,3.0,Medium
43.0,Master's,7.0,Telecom,Operations Analyst,Medium,Entry,43.0,60.0,94.0,Low,0.0,3.0,26.0,0.0,Low
51.0,Master's,11.0,Education,Teacher,Medium,Senior,59.0,34.0,72.0,Low,2.0,0.0,30.0,0.0,Low
29.0,Master's,8.0,Finance,Financial Analyst,Medium,Mid,24.0,74.0,89.0,Low,2.0,4.0,19.0,0.0,Low
46.0,Master's,12.0,Healthcare,Health Analyst,Medium,Entry,94.0,7.0,40.0,Medium,5.0,5.0,78.0,8.0,High
50.0,Bachelor's,9.0,Manufacturing,Production Supervisor,Medium,Mid,46.0,52.0,67.0,Low,2.0,3.0,32.0,8.0,Medium
38.0,High School,15.0,Finance,Auditor,Large,Entry,22.0,84.0,50.0,Low,1.0,2.0,20.0,5.0,Medium
53.0,Master's,16.0,Telecom,Support Specialist,Large,Entry,18.0,85.0,37.0,Low,2.0,3.0,null,5.0,Low
41.0,Bachelor's,7.0,Education,Academic Coordinator,Small,Entry,22.0,97.0,76.0,Low,0.0,3.0,18.0,4.0,Low
33.0,Bachelor's,11.0,Finance,Financial Analyst,Medium,Entry,23.0,74.0,36.0,Low,1.0,3.0,19.0,7.0,Medium
45.0,Bachelor's,9.0,Retail,Sales Associate,Medium,Mid,56.0,49.0,77.0,Medium,3.0,13.0,30.0,6.0,Medium
27.0,High School,6.0,IT,ML Engineer,Small,Mid,67.0,39.0,31.0,Low,2.0,4.0,50.0,3.0,High
56.0,Master's,9.0,Telecom,Network Engineer,Medium,Entry,13.0,89.0,86.0,Low,1.0,3.0,10.0,6.0,Low
24.0,PhD,3.0,Retail,Sales Associate,Large,Mid,93.0,12.0,47.0,High,10.0,23.0,53.0,36.0,High
27.0,Master's,6.0,Telecom,Network Engineer,Medium,Entry,62.0,28.0,91.0,Low,2.0,2.0,39.0,0.0,Medium
58.0,Bachelor's,16.0,Education,Research Assistant,Medium,Senior,55.0,34.0,69.0,Low,1.0,2.0,32.0,1.0,Low
41.0,Master's,9.0,Education,Research Assistant,Large,Mid,55.0,49.0,32.0,Medium,3.0,12.0,51.0,16.0,Medium
53.0,High School,1.0,Finance,Auditor,Large,Mid,37.0,55.0,87.0,Low,2.0,3.0,31.0,7.0,Medium
46.0,Bachelor's,1.0,Manufacturing,Operator,Large,Entry,91.0,10.0,45.0,Medium,2.0,9.0,89.0,20.0,High
28.0,High School,7.0,Manufacturing,Operator,Medium,Mid,74.0,40.0,63.0,Medium,2.0,9.0,65.0,14.0,High
48.0,Bachelor's,2.0,Telecom,Support Specialist,Large,Mid,31.0,75.0,46.0,Low,0.0,4.0,29.0,9.0,Medium
47.0,PhD,6.0,Telecom,Operations Analyst,Medium,Mid,80.0,6.0,54.0,Medium,4.0,5.0,61.0,11.0,High
34.0,Bachelor's,13.0,Manufacturing,Operator,Large,Senior,35.0,45.0,39.0,Low,2.0,0.0,20.0,8.0,Low
21.0,High School,0.0,Healthcare,Nurse,Large,Entry,77.0,7.0,85.0,High,7.0,26.0,70.0,45.0,High
27.0,Master's,6.0,Telecom,Operations Analyst,Medium,Mid,17.0,92.0,60.0,Low,1.0,3.0,11.0,8.0,Low
35.0,Master's,0.0,Telecom,Operations Analyst,Medium,Entry,36.0,59.0,43.0,Low,1.0,3.0,26.0,2.0,Medium
43.0,Bachelor's,8.0,Healthcare,Health Analyst,Medium,Mid,69.0,37.0,73.0,Medium,5.0,11.0,42.0,11.0,Medium
40.0,Bachelor's,4.0,Manufacturing,Quality Engineer,Small,Mid,85.0,21.0,60.0,Medium,2.0,11.0,80.0,22.0,High
57.0,Bachelor's,13.0,IT,Data Analyst,Medium,Senior,48.0,57.0,35.0,Low,0.0,0.0,35.0,6.0,Low
30.0,High School,9.0,Manufacturing,Production Supervisor,Small,Mid,90.0,16.0,71.0,Medium,4.0,13.0,68.0,25.0,High
21.0,PhD,0.0,Telecom,Operations Analyst,Medium,Entry,24.0,81.0,58.0,Low,2.0,1.0,22.0,6.0,Low
37.0,High School,8.0,Education,Academic Coordinator,Small,Entry,79.0,25.0,66.0,Medium,2.0,11.0,49.0,5.0,High
46.0,Master's,11.0,Logistics,Warehouse Manager,Medium,Entry,44.0,50.0,77.0,Medium,4.0,8.0,36.0,28.0,Medium
39.0,Master's,10.0,Retail,Inventory Analyst,Medium,Mid,74.0,24.0,32.0,Low,1.0,2.0,49.0,2.0,High
30.0,Bachelor's,9.0,Logistics,Dispatcher,Medium,Mid,66.0,44.0,91.0,Medium,4.0,6.0,65.0,20.0,High 
38.0,Bachelor's,2.0,Healthcare,Health Analyst,Small,Entry,21.0,68.0,46.0,Low,0.0,5.0,14.0,0.0,Low
48.0,Master's,5.0,Finance,Financial Analyst,Small,Entry,28.0,70.0,88.0,Low,1.0,5.0,19.0,6.0,Low
49.0,High School,8.0,Education,Teacher,Small,Entry,83.0,21.0,66.0,Medium,3.0,14.0,82.0,9.0,High 
25.0,Bachelor's,4.0,Retail,Inventory Analyst,Medium,Entry,12.0,75.0,29.0,Low,1.0,3.0,9.0,7.0,Medium
42.0,High School,9.0,Manufacturing,Production Supervisor,Medium,Entry,29.0,65.0,38.0,Low,2.0,1.0,13.0,4.0,Medium
23.0,Bachelor's,2.0,Retail,Store Manager,Medium,Mid,68.0,11.0,66.0,Medium,3.0,8.0,44.0,6.0,High
48.0,Bachelor's,10.0,IT,Software Engineer,Medium,Senior,18.0,87.0,55.0,Low,0.0,4.0,15.0,9.0,Low
26.0,High School,5.0,Retail,Sales Associate,Medium,Senior,37.0,61.0,34.0,Low,2.0,1.0,28.0,2.0,Medium
37.0,Bachelor's,15.0,Finance,Financial Analyst,Medium,Mid,49.0,61.0,71.0,Medium,4.0,5.0,22.0,29.0,Low
54.0,Master's,8.0,Telecom,Operations Analyst,Medium,Mid,91.0,1.0,67.0,High,7.0,18.0,55.0,78.0,High
23.0,Bachelor's,2.0,Retail,Inventory Analyst,Medium,Mid,17.0,81.0,92.0,Low,0.0,5.0,10.0,8.0,Low
48.0,Bachelor's,13.0,Telecom,Support Specialist,Large,Mid,46.0,51.0,37.0,Low,2.0,1.0,25.0,8.0,Medium
42.0,Bachelor's,13.0,Telecom,Network Engineer,Small,Mid,77.0,16.0,22.0,Medium,3.0,10.0,51.0,22.0,High
58.0,High School,7.0,Healthcare,Health Analyst,Small,Mid,80.0,17.0,86.0,Medium,4.0,8.0,36.0,9.0,Medium
32.0,Bachelor's,11.0,IT,Software Engineer,Medium,Mid,30.0,67.0,44.0,Low,0.0,5.0,29.0,6.0,Low
56.0,Bachelor's,2.0,Telecom,Network Engineer,Small,Entry,70.0,44.0,28.0,Medium,2.0,14.0,63.0,27.0,High
43.0,Bachelor's,0.0,Healthcare,Health Analyst,Medium,Entry,82.0,22.0,32.0,Medium,5.0,8.0,58.0,19.0,High
37.0,Bachelor's,12.0,Logistics,Supply Chain Analyst,Large,Entry,42.0,62.0,49.0,Low,1.0,3.0,24.0,2.0,Medium
29.0,Bachelor's,8.0,Retail,Store Manager,Medium,Entry,56.0,30.0,79.0,Low,1.0,3.0,44.0,7.0,High
29.0,Bachelor's,1.0,Logistics,Supply Chain Analyst,Medium,Mid,74.0,7.0,48.0,Low,1.0,0.0,34.0,1.0,High
33.0,Master's,9.0,Logistics,Dispatcher,Medium,Senior,48.0,56.0,90.0,Low,0.0,4.0,45.0,9.0,Low
27.0,Master's,6.0,Education,Academic Coordinator,Medium,Entry,38.0,75.0,51.0,Low,1.0,3.0,28.0,8.0,Low
21.0,Bachelor's,0.0,Telecom,Operations Analyst,Large,Entry,60.0,42.0,48.0,Low,2.0,2.0,40.0,1.0,High
35.0,Bachelor's,4.0,Logistics,Supply Chain Analyst,Large,Senior,57.0,42.0,85.0,Medium,5.0,8.0,56.0,29.0,Medium
38.0,Bachelor's,0.0,Logistics,Warehouse Manager,Large,Entry,73.0,19.0,83.0,Medium,5.0,11.0,51.0,8.0,High
31.0,High School,10.0,Manufacturing,Production Supervisor,Small,Mid,58.0,51.0,28.0,Medium,2.0,8.0,39.0,12.0,High
57.0,Bachelor's,16.0,Manufacturing,Operator,Medium,Mid,90.0,1.0,28.0,High,8.0,20.0,48.0,48.0,High
36.0,Bachelor's,11.0,Logistics,Dispatcher,Large,Mid,71.0,43.0,61.0,Medium,4.0,10.0,39.0,20.0,Medium
60.0,Bachelor's,0.0,Retail,Sales Associate,Large,Senior,19.0,67.0,21.0,Low,1.0,3.0,17.0,2.0,Low
38.0,Bachelor's,8.0,Logistics,Supply Chain Analyst,Medium,Mid,76.0,29.0,80.0,Medium,5.0,9.0,43.0,18.0,High
56.0,Master's,4.0,Manufacturing,Production Supervisor,Small,Mid,88.0,19.0,89.0,High,8.0,24.0,75.0,56.0,High
53.0,Bachelor's,6.0,Manufacturing,Quality Engineer,Small,Senior,44.0,55.0,24.0,Medium,5.0,10.0,41.0,29.0,Medium
60.0,Master's,10.0,Education,Research Assistant,Medium,Mid,27.0,68.0,73.0,Low,0.0,5.0,25.0,3.0,Low
51.0,High School,12.0,Finance,Accountant,Medium,Mid,25.0,85.0,32.0,Low,2.0,5.0,14.0,4.0,Low
58.0,High School,6.0,Healthcare,Nurse,Large,Mid,41.0,59.0,99.0,Low,2.0,4.0,27.0,4.0,Low
39.0,Master's,9.0,Telecom,Operations Analyst,Medium,Mid,52.0,48.0,44.0,Medium,5.0,6.0,41.0,27.0,Medium
25.0,PhD,2.0,Healthcare,Health Analyst,Large,Mid,51.0,55.0,94.0,Medium,5.0,6.0,47.0,27.0,Low
43.0,High School,10.0,Retail,Store Manager,Medium,Senior,63.0,43.0,74.0,Medium,4.0,8.0,34.0,5.0,Medium
32.0,High School,10.0,Telecom,Support Specialist,Medium,Mid,55.0,50.0,62.0,Medium,4.0,12.0,45.0,26.0,Medium
58.0,Bachelor's,4.0,Education,Research Assistant,Small,Mid,75.0,55.0,55.0,Medium,5.0,12.0,35.0,15.0,Medium
28.0,High School,7.0,Logistics,Warehouse Manager,Small,Senior,93.0,0.0,64.0,High,7.0,29.0,51.0,75.0,High
43.0,PhD,13.0,IT,Software Engineer,Small,Senior,66.0,27.0,27.0,Medium,2.0,11.0,59.0,16.0,Medium
50.0,Bachelor's,4.0,Telecom,Support Specialist,Medium,Mid,80.0,13.0,39.0,Medium,3.0,10.0,40.0,28.0,High
35.0,Master's,0.0,IT,ML Engineer,Medium,Entry,65.0,30.0,79.0,Medium,5.0,8.0,35.0,9.0,Medium
24.0,High School,3.0,Telecom,Support Specialist,Medium,Senior,31.0,49.0,65.0,Low,1.0,4.0,27.0,5.0,Low
44.0,Bachelor's,1.0,IT,Data Analyst,Small,Mid,66.0,41.0,74.0,Medium,2.0,10.0,42.0,17.0,Medium
38.0,Bachelor's,5.0,Manufacturing,Quality Engineer,Large,Senior,24.0,91.0,59.0,Low,1.0,2.0,17.0,4.0,Low
36.0,Master's,12.0,Telecom,Operations Analyst,Medium,Entry,57.0,62.0,37.0,Medium,4.0,13.0,31.0,12.0,Medium
37.0,Master's,5.0,Retail,Sales Associate,Medium,Mid,69.0,53.0,23.0,Medium,5.0,11.0,45.0,12.0,High
52.0,Master's,5.0,Retail,Sales Associate,Small,Senior,12.0,83.0,41.0,Low,2.0,5.0,10.0,8.0,Low
52.0,Master's,18.0,Telecom,Support Specialist,Medium,Entry,58.0,47.0,88.0,Medium,3.0,8.0,26.0,29.0,Low
51.0,Bachelor's,11.0,IT,Data Analyst,Small,Entry,51.0,45.0,68.0,Medium,3.0,8.0,38.0,5.0,Medium
33.0,High School,12.0,Education,Research Assistant,Medium,Senior,32.0,58.0,78.0,Low,0.0,4.0,27.0,0.0,Low
36.0,Bachelor's,15.0,Telecom,Operations Analyst,Medium,Senior,91.0,15.0,32.0,High,5.0,22.0,71.0,38.0,High
29.0,Bachelor's,8.0,Healthcare,Medical Assistant,Large,Entry,61.0,46.0,28.0,Medium,3.0,5.0,28.0,16.0,Medium
54.0,Bachelor's,5.0,Healthcare,Health Analyst,Large,Senior,17.0,71.0,91.0,Low,2.0,1.0,14.0,2.0,Low
51.0,Master's,11.0,IT,Data Analyst,Small,Mid,94.0,0.0,83.0,Medium,4.0,10.0,82.0,12.0,High
55.0,Bachelor's,0.0,IT,Software Engineer,Small,Entry,37.0,56.0,36.0,Low,1.0,5.0,28.0,6.0,Medium
24.0,Bachelor's,3.0,Telecom,Network Engineer,Large,Entry,22.0,86.0,77.0,Low,2.0,5.0,13.0,7.0,Low
48.0,Master's,4.0,Logistics,Supply Chain Analyst,Large,Entry,89.0,0.0,23.0,Medium,4.0,12.0,53.0,16.0,High
34.0,Bachelor's,6.0,IT,Data Analyst,Large,Entry,33.0,87.0,45.0,Low,1.0,2.0,20.0,2.0,Low
23.0,Bachelor's,2.0,Telecom,Support Specialist,Large,Senior,13.0,100.0,67.0,Low,0.0,1.0,8.0,2.0,Low
45.0,Master's,13.0,Retail,Sales Associate,Large,Entry,47.0,56.0,71.0,Low,2.0,5.0,25.0,8.0,Medium
25.0,Bachelor's,4.0,Education,Academic Coordinator,Small,Mid,30.0,68.0,42.0,Low,1.0,0.0,13.0,3.0,Low
31.0,Master's,10.0,Telecom,Support Specialist,Small,Mid,64.0,28.0,88.0,Medium,2.0,6.0,53.0,5.0,Medium
50.0,Master's,7.0,Telecom,Support Specialist,Large,Mid,73.0,31.0,80.0,Medium,3.0,13.0,71.0,11.0,High
41.0,Bachelor's,1.0,Finance,Financial Analyst,Small,Entry,85.0,0.0,20.0,Medium,2.0,13.0,55.0,14.0,High
41.0,Master's,7.0,IT,ML Engineer,Large,Entry,26.0,75.0,36.0,Low,1.0,0.0,19.0,5.0,Low
34.0,Bachelor's,9.0,IT,Data Analyst,Large,Mid,36.0,56.0,54.0,Low,1.0,4.0,17.0,5.0,Low
43.0,Bachelor's,6.0,Retail,Inventory Analyst,Medium,Entry,73.0,27.0,37.0,Medium,3.0,11.0,37.0,16.0,High
39.0,Master's,7.0,Finance,Auditor,Small,Mid,44.0,63.0,51.0,Low,1.0,3.0,27.0,7.0,Low
37.0,Bachelor's,16.0,IT,Software Engineer,Medium,Entry,88.0,8.0,87.0,Medium,5.0,8.0,50.0,17.0,High
52.0,Master's,9.0,Retail,Store Manager,Medium,Entry,33.0,75.0,71.0,Low,2.0,1.0,20.0,8.0,Low
50.0,Bachelor's,10.0,IT,ML Engineer,Medium,Mid,52.0,64.0,64.0,Medium,3.0,14.0,30.0,22.0,Low
52.0,Bachelor's,7.0,Healthcare,Nurse,Large,Entry,72.0,43.0,69.0,Medium,5.0,10.0,64.0,28.0,High
42.0,Bachelor's,7.0,Healthcare,Medical Assistant,Medium,Mid,18.0,72.0,79.0,Low,1.0,0.0,10.0,8.0,Low
30.0,Bachelor's,2.0,Finance,Auditor,Small,Entry,39.0,56.0,44.0,Low,1.0,5.0,19.0,9.0,Medium
50.0,High School,14.0,Retail,Sales Associate,Small,Entry,30.0,86.0,64.0,Low,1.0,1.0,20.0,8.0,Medium
31.0,Bachelor's,4.0,Manufacturing,Quality Engineer,Small,Senior,68.0,30.0,66.0,Medium,4.0,14.0,44.0,16.0,Medium
24.0,Bachelor's,3.0,Healthcare,Health Analyst,Medium,Entry,16.0,88.0,82.0,Low,0.0,5.0,9.0,0.0,Low
37.0,Bachelor's,0.0,Finance,Accountant,Large,Senior,89.0,0.0,42.0,High,10.0,24.0,42.0,26.0,High
57.0,Master's,8.0,Manufacturing,Production Supervisor,Medium,Entry,30.0,87.0,83.0,Low,0.0,3.0,17.0,8.0,Low
56.0,Bachelor's,7.0,IT,Data Analyst,Small,Entry,63.0,36.0,53.0,Medium,2.0,10.0,59.0,8.0,High
56.0,Master's,13.0,Telecom,Support Specialist,Small,Mid,59.0,44.0,24.0,Medium,2.0,10.0,35.0,8.0,Medium
54.0,High School,5.0,Retail,Store Manager,Medium,Mid,77.0,31.0,95.0,High,7.0,29.0,67.0,72.0,High
30.0,Bachelor's,0.0,Retail,Store Manager,Large,Entry,40.0,52.0,88.0,Low,2.0,1.0,23.0,1.0,Medium
37.0,Master's,15.0,Manufacturing,Operator,Large,Entry,62.0,30.0,43.0,Medium,5.0,7.0,61.0,15.0,High
31.0,Bachelor's,6.0,Finance,Auditor,Medium,Mid,25.0,83.0,21.0,Low,1.0,3.0,11.0,8.0,Low
30.0,Master's,9.0,IT,Data Analyst,Small,Mid,51.0,56.0,41.0,Low,0.0,3.0,24.0,1.0,Low
36.0,Master's,7.0,Telecom,Operations Analyst,Medium,Mid,82.0,0.0,29.0,Medium,5.0,11.0,56.0,6.0,High
56.0,High School,7.0,Education,Teacher,Small,Mid,87.0,25.0,92.0,Medium,5.0,11.0,56.0,28.0,Medium
34.0,High School,10.0,Education,Teacher,Large,Senior,31.0,72.0,78.0,Low,0.0,3.0,30.0,3.0,Low
23.0,Bachelor's,2.0,Telecom,Support Specialist,Large,Entry,78.0,33.0,89.0,High,8.0,30.0,63.0,36.0,High
34.0,Bachelor's,8.0,Finance,Financial Analyst,Large,Mid,87.0,0.0,62.0,Medium,3.0,11.0,81.0,12.0,High
40.0,Bachelor's,5.0,Education,Research Assistant,Medium,Entry,34.0,81.0,88.0,Low,2.0,0.0,17.0,7.0,Low
40.0,High School,5.0,Logistics,Dispatcher,Large,Mid,67.0,31.0,72.0,Medium,2.0,8.0,51.0,10.0,High
53.0,Bachelor's,0.0,Healthcare,Medical Assistant,Small,Mid,85.0,0.0,58.0,Medium,5.0,7.0,84.0,26.0,High
47.0,High School,3.0,Healthcare,Health Analyst,Small,Entry,62.0,42.0,62.0,Medium,3.0,14.0,37.0,20.0,Medium
43.0,Bachelor's,7.0,Manufacturing,Operator,Medium,Entry,92.0,0.0,30.0,Medium,3.0,14.0,43.0,15.0,High
39.0,Bachelor's,3.0,Logistics,Warehouse Manager,Medium,Senior,81.0,27.0,78.0,Medium,4.0,9.0,37.0,9.0,Medium
44.0,Master's,14.0,Telecom,Operations Analyst,Large,Mid,63.0,49.0,94.0,Low,0.0,5.0,42.0,9.0,Medium
43.0,Bachelor's,5.0,Manufacturing,Quality Engineer,Medium,Mid,38.0,72.0,55.0,Low,1.0,5.0,25.0,3.0,Medium
35.0,Bachelor's,8.0,Retail,Store Manager,Large,Entry,56.0,35.0,87.0,Medium,2.0,14.0,45.0,11.0,High
38.0,Bachelor's,6.0,Manufacturing,Quality Engineer,Medium,Entry,61.0,34.0,52.0,Medium,3.0,8.0,48.0,21.0,High
46.0,Bachelor's,4.0,Retail,Sales Associate,Small,Entry,70.0,11.0,55.0,Medium,3.0,8.0,53.0,15.0,High
34.0,Master's,7.0,Telecom,Support Specialist,Medium,Senior,40.0,57.0,23.0,Low,1.0,1.0,29.0,6.0,Low
50.0,High School,20.0,IT,Data Analyst,Medium,Mid,45.0,47.0,90.0,Medium,2.0,5.0,28.0,27.0,Low
26.0,Bachelor's,5.0,Education,Teacher,Large,Mid,42.0,32.0,74.0,Low,2.0,1.0,19.0,3.0,Low
38.0,Bachelor's,6.0,Logistics,Supply Chain Analyst,Large,Entry,46.0,51.0,87.0,Low,0.0,1.0,34.0,7.0,Medium
26.0,High School,0.0,Education,Academic Coordinator,Small,Senior,48.0,36.0,47.0,Low,0.0,0.0,26.0,9.0,Low
52.0,Master's,8.0,Education,Academic Coordinator,Large,Entry,68.0,38.0,34.0,Medium,4.0,7.0,58.0,23.0,Medium
49.0,Bachelor's,6.0,Manufacturing,Operator,Medium,Mid,17.0,81.0,27.0,Low,2.0,4.0,8.0,2.0,Low
43.0,Bachelor's,9.0,IT,ML Engineer,Large,Entry,87.0,14.0,63.0,Medium,2.0,14.0,67.0,15.0,High
28.0,High School,6.0,Retail,Store Manager,Small,Entry,87.0,10.0,87.0,High,6.0,25.0,47.0,79.0,High
48.0,Bachelor's,0.0,Retail,Inventory Analyst,Medium,Mid,93.0,3.0,86.0,High,6.0,22.0,79.0,25.0,High
59.0,High School,2.0,Telecom,Support Specialist,Small,Mid,75.0,19.0,93.0,Medium,4.0,6.0,48.0,19.0,High
31.0,Master's,10.0,Retail,Inventory Analyst,Medium,Mid,23.0,72.0,84.0,Low,2.0,2.0,18.0,6.0,Low
39.0,Bachelor's,15.0,Logistics,Dispatcher,Medium,Mid,61.0,30.0,68.0,Medium,3.0,11.0,29.0,26.0,Medium
48.0,Bachelor's,19.0,Logistics,Warehouse Manager,Medium,Entry,64.0,30.0,83.0,Low,2.0,2.0,49.0,6.0,High
33.0,High School,12.0,IT,Software Engineer,Medium,Mid,54.0,64.0,63.0,Medium,5.0,7.0,38.0,14.0,Medium
40.0,Master's,4.0,Manufacturing,Production Supervisor,Medium,Mid,66.0,40.0,64.0,Medium,2.0,5.0,41.0,27.0,Medium
48.0,Bachelor's,10.0,Telecom,Operations Analyst,Small,Mid,47.0,78.0,25.0,Low,2.0,4.0,22.0,2.0,Medium
39.0,Bachelor's,7.0,Retail,Sales Associate,Medium,Entry,44.0,55.0,64.0,Low,0.0,3.0,41.0,1.0,High
54.0,Bachelor's,14.0,Education,Academic Coordinator,Small,Entry,51.0,53.0,38.0,Low,2.0,1.0,35.0,1.0,Medium
26.0,Bachelor's,5.0,Education,Academic Coordinator,Small,Mid,48.0,61.0,37.0,Medium,5.0,12.0,31.0,24.0,Low
51.0,Master's,14.0,Education,Academic Coordinator,Small,Entry,61.0,45.0,88.0,Medium,3.0,6.0,28.0,17.0,Low
30.0,Bachelor's,1.0,Logistics,Warehouse Manager,Small,Mid,72.0,31.0,30.0,Medium,4.0,9.0,66.0,14.0,High
33.0,Master's,3.0,Manufacturing,Quality Engineer,Large,Entry,65.0,42.0,79.0,Medium,3.0,14.0,60.0,23.0,High
51.0,Master's,9.0,Retail,Store Manager,Large,Entry,90.0,29.0,70.0,Medium,4.0,14.0,61.0,7.0,High
40.0,Bachelor's,4.0,Retail,Sales Associate,Small,Entry,25.0,82.0,87.0,Low,2.0,5.0,20.0,0.0,Low
56.0,Bachelor's,14.0,Finance,Auditor,Medium,Entry,60.0,31.0,61.0,Low,0.0,4.0,55.0,6.0,High
54.0,High School,11.0,Healthcare,Nurse,Large,Entry,64.0,33.0,81.0,Low,2.0,2.0,31.0,1.0,Medium
31.0,Master's,10.0,Retail,Inventory Analyst,Small,Senior,30.0,59.0,78.0,Low,2.0,3.0,27.0,5.0,Low
29.0,High School,8.0,Logistics,Warehouse Manager,Medium,Mid,12.0,89.0,26.0,Low,1.0,3.0,6.0,6.0,Low
31.0,Bachelor's,10.0,Manufacturing,Production Supervisor,Medium,Entry,46.0,78.0,67.0,Low,0.0,2.0,44.0,3.0,Medium
55.0,Master's,11.0,Retail,Sales Associate,Medium,Senior,33.0,76.0,42.0,Low,1.0,5.0,26.0,1.0,Low
28.0,Master's,7.0,Retail,Sales Associate,Medium,Senior,70.0,34.0,81.0,Medium,4.0,13.0,37.0,6.0,Medium
27.0,Bachelor's,6.0,Healthcare,Medical Assistant,Small,Senior,63.0,47.0,21.0,Medium,5.0,8.0,42.0,25.0,Low
42.0,Bachelor's,6.0,IT,ML Engineer,Large,Mid,52.0,31.0,21.0,Low,0.0,1.0,32.0,5.0,Medium
45.0,Bachelor's,12.0,Healthcare,Medical Assistant,Small,Entry,78.0,20.0,61.0,Medium,3.0,5.0,66.0,22.0,High
53.0,Master's,11.0,IT,Software Engineer,Medium,Entry,36.0,78.0,47.0,Low,1.0,0.0,16.0,6.0,Low
26.0,Master's,5.0,Manufacturing,Operator,Small,Mid,65.0,31.0,37.0,Medium,4.0,11.0,60.0,14.0,High
38.0,Master's,7.0,Healthcare,Health Analyst,Small,Mid,67.0,39.0,89.0,Low,1.0,1.0,62.0,0.0,Medium
49.0,High School,4.0,Logistics,Supply Chain Analyst,Medium,Entry,60.0,53.0,89.0,Medium,3.0,12.0,58.0,5.0,High
44.0,Bachelor's,6.0,IT,ML Engineer,Small,Entry,66.0,27.0,49.0,Low,0.0,5.0,59.0,3.0,High
54.0,Master's,6.0,Manufacturing,Quality Engineer,Large,Entry,88.0,21.0,75.0,Medium,4.0,13.0,40.0,16.0,High
21.0,Master's,0.0,Logistics,Warehouse Manager,Medium,Entry,60.0,57.0,35.0,Medium,5.0,10.0,34.0,12.0,High
48.0,Bachelor's,8.0,Education,Teacher,Small,Entry,77.0,25.0,78.0,Medium,4.0,6.0,42.0,14.0,Medium
37.0,Bachelor's,9.0,IT,Data Analyst,Large,Mid,93.0,0.0,77.0,High,10.0,17.0,53.0,37.0,High
53.0,High School,7.0,Logistics,Supply Chain Analyst,Medium,Senior,70.0,28.0,21.0,Medium,4.0,10.0,49.0,27.0,High
49.0,Bachelor's,10.0,Finance,Financial Analyst,Medium,Entry,43.0,72.0,90.0,Low,2.0,1.0,41.0,1.0,Medium
21.0,Master's,0.0,Logistics,Supply Chain Analyst,Medium,Mid,39.0,67.0,40.0,Low,1.0,2.0,29.0,9.0,Medium
32.0,Bachelor's,7.0,IT,Software Engineer,Medium,Entry,36.0,55.0,78.0,Low,1.0,1.0,23.0,1.0,Medium
27.0,Bachelor's,2.0,Healthcare,Health Analyst,Small,Mid,84.0,12.0,93.0,Medium,2.0,10.0,41.0,13.0,High
60.0,Bachelor's,15.0,Manufacturing,Production Supervisor,Medium,Entry,66.0,33.0,81.0,Medium,5.0,13.0,63.0,8.0,High
50.0,Bachelor's,12.0,Retail,Store Manager,Large,Mid,26.0,65.0,82.0,Low,0.0,1.0,17.0,0.0,Low
49.0,Bachelor's,14.0,Telecom,Operations Analyst,Large,Mid,56.0,41.0,38.0,Low,1.0,3.0,38.0,9.0,Medium
46.0,Master's,12.0,Retail,Inventory Analyst,Small,Senior,28.0,58.0,36.0,Low,2.0,2.0,25.0,0.0,Low
55.0,PhD,0.0,Telecom,Support Specialist,Large,Mid,55.0,52.0,80.0,Medium,3.0,5.0,25.0,21.0,Low
36.0,Bachelor's,15.0,Logistics,Warehouse Manager,Medium,Mid,80.0,1.0,62.0,Medium,2.0,14.0,57.0,29.0,High
23.0,PhD,2.0,Telecom,Support Specialist,Medium,Senior,23.0,70.0,63.0,Low,0.0,4.0,18.0,7.0,Low
46.0,High School,0.0,IT,ML Engineer,Small,Entry,86.0,18.0,42.0,Medium,3.0,8.0,73.0,24.0,High
23.0,Bachelor's,2.0,Finance,Accountant,Medium,Senior,87.0,0.0,25.0,High,9.0,30.0,44.0,55.0,High
32.0,Bachelor's,10.0,Retail,Sales Associate,Small,Mid,28.0,82.0,25.0,Low,0.0,2.0,15.0,4.0,Low
23.0,High School,2.0,Finance,Accountant,Medium,Mid,24.0,71.0,45.0,Low,0.0,4.0,18.0,8.0,Medium
